model,buy_signals,sell_signals,reward,actions,timesteps
final_model,"[5, 11, 16, 21, 24]","[8, 12, 20, 22, 25]",1669.7955322265625,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([1]), array([0]), array([0]), array([2]), array([0]), array([0]), array([1]), array([2]), array([0]), array([0]), array([0]), array([1]), array([0]), array([0]), array([0]), array([2]), array([1]), array([2]), array([0]), array([1]), array([2]), array([0]), array([0]), array([0]), array([0])]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
