model,buy_signals,sell_signals,reward,actions,timesteps
best_model,"[5, 10, 16, 23, 26, 29]","[8, 12, 20, 24, 27]",1351.5572509765625,"[array([0]), array([0]), array([0]), array([0]), array([0]), array([1]), array([0]), array([0]), array([2]), array([0]), array([1]), array([0]), array([2]), array([0]), array([0]), array([0]), array([1]), array([0]), array([0]), array([0]), array([2]), array([0]), array([0]), array([1]), array([2]), array([0]), array([1]), array([2]), array([0]), array([1])]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]"
